	MC: BLCA	MC: BRCA	MC: CESC	MC: COAD	MC: ESCA	MC: HNSC	MC: KIRC	MC: KIRP	MC: LIHC	MC: LUAD	MC: LUSC	MC: PRAD	MC: READ	MC: STAD	MC: THCA	MC: UCEC	MS: BLCA	MS: BRCA	MS: CESC	MS: COAD	MS: ESCA	MS: HNSC	MS: KIRC	MS: KIRP	MS: LIHC	MS: LUAD	MS: LUSC	MS: PRAD	MS: READ	MS: STAD	MS: THCA	MS: UCEC
NUMB	3.0	5.0	2.0	10.0	0.0	3.0	2.0	1.0	2.0	3.0	3.0	1.0	0.0	4.0	0.0	38.0	3.0	5.0	2.0	10.0	0.0	3.0	2.0	1.0	2.0	3.0	3.0	1.0	0.0	4.0	0.0	31.0
NUTF2	3.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	3.0	3.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	3.0
NUTM2G	3.0	3.0	1.0	2.0	2.0	4.0	1.0	0.0	0.0	8.0	6.0	0.0	1.0	5.0	0.0	16.0	3.0	3.0	1.0	2.0	2.0	4.0	1.0	0.0	0.0	8.0	5.0	0.0	1.0	5.0	0.0	14.0
NXNL2	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0
OAF	3.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	3.0	2.0	0.0	0.0	7.0	0.0	8.0	3.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	3.0	2.0	0.0	0.0	6.0	0.0	8.0
OAZ1	3.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	3.0	0.0	8.0	3.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	3.0	0.0	8.0
OCRL	3.0	6.0	7.0	12.0	0.0	2.0	2.0	1.0	2.0	11.0	12.0	3.0	4.0	9.0	0.0	71.0	3.0	6.0	7.0	11.0	0.0	2.0	2.0	1.0	2.0	11.0	12.0	3.0	4.0	7.0	0.0	50.0
ODF3L1	3.0	1.0	0.0	3.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	0.0	1.0	5.0	0.0	13.0	3.0	1.0	0.0	3.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	0.0	1.0	5.0	0.0	11.0
OGN	3.0	4.0	5.0	3.0	1.0	1.0	1.0	2.0	3.0	3.0	1.0	0.0	3.0	1.0	0.0	10.0	3.0	4.0	5.0	2.0	1.0	1.0	1.0	2.0	3.0	3.0	1.0	0.0	3.0	1.0	0.0	10.0
OLAH	3.0	2.0	1.0	8.0	0.0	3.0	1.0	1.0	0.0	8.0	3.0	0.0	2.0	1.0	0.0	15.0	3.0	2.0	1.0	8.0	0.0	3.0	1.0	1.0	0.0	8.0	2.0	0.0	1.0	1.0	0.0	14.0
OLFM4	3.0	3.0	2.0	10.0	2.0	6.0	4.0	2.0	3.0	22.0	10.0	1.0	0.0	5.0	0.0	30.0	3.0	3.0	2.0	9.0	2.0	6.0	4.0	2.0	3.0	22.0	10.0	1.0	0.0	5.0	0.0	24.0
OLFML1	3.0	2.0	2.0	9.0	0.0	3.0	0.0	0.0	1.0	6.0	2.0	0.0	2.0	3.0	0.0	19.0	3.0	2.0	2.0	9.0	0.0	3.0	0.0	0.0	1.0	6.0	2.0	0.0	2.0	3.0	0.0	18.0
OLFML2B	3.0	10.0	2.0	16.0	5.0	6.0	1.0	2.0	5.0	23.0	10.0	2.0	5.0	14.0	0.0	58.0	3.0	8.0	2.0	14.0	5.0	6.0	1.0	2.0	5.0	22.0	10.0	2.0	4.0	14.0	0.0	41.0
OLFML3	3.0	6.0	0.0	8.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0	1.0	2.0	5.0	0.0	19.0	3.0	5.0	0.0	7.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0	1.0	2.0	5.0	0.0	17.0
OLIG3	3.0	1.0	1.0	6.0	2.0	3.0	0.0	0.0	1.0	7.0	3.0	0.0	2.0	6.0	0.0	13.0	3.0	1.0	1.0	6.0	2.0	3.0	0.0	0.0	1.0	6.0	3.0	0.0	2.0	5.0	0.0	11.0
OMG	3.0	2.0	4.0	3.0	0.0	1.0	0.0	1.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	14.0	3.0	2.0	3.0	2.0	0.0	1.0	0.0	1.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	12.0
OMP	3.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0	2.0	1.0	5.0	0.0	5.0	3.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0	2.0	1.0	5.0	0.0	5.0
ONECUT2	3.0	3.0	5.0	9.0	1.0	4.0	1.0	0.0	0.0	5.0	2.0	0.0	0.0	4.0	0.0	15.0	3.0	3.0	5.0	9.0	1.0	4.0	1.0	0.0	0.0	5.0	2.0	0.0	0.0	4.0	0.0	14.0
OOEP	3.0	1.0	1.0	9.0	0.0	1.0	0.0	2.0	0.0	6.0	5.0	0.0	1.0	3.0	0.0	12.0	3.0	1.0	1.0	9.0	0.0	1.0	0.0	2.0	0.0	6.0	4.0	0.0	1.0	3.0	0.0	12.0
OPA3	3.0	0.0	2.0	2.0	3.0	3.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	4.0	0.0	13.0	3.0	0.0	2.0	2.0	3.0	3.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	4.0	0.0	11.0
OPN1SW	3.0	2.0	1.0	8.0	0.0	1.0	0.0	0.0	0.0	8.0	8.0	1.0	0.0	2.0	0.0	17.0	3.0	2.0	1.0	7.0	0.0	1.0	0.0	0.0	0.0	7.0	8.0	1.0	0.0	2.0	0.0	15.0
OPN5	3.0	0.0	3.0	5.0	2.0	2.0	0.0	0.0	1.0	15.0	11.0	2.0	2.0	3.0	0.0	19.0	3.0	0.0	3.0	5.0	2.0	2.0	0.0	0.0	1.0	15.0	11.0	2.0	2.0	3.0	0.0	16.0
OPRD1	3.0	4.0	0.0	11.0	1.0	2.0	3.0	0.0	0.0	2.0	6.0	1.0	0.0	5.0	0.0	16.0	3.0	4.0	0.0	11.0	1.0	2.0	3.0	0.0	0.0	2.0	6.0	1.0	0.0	5.0	0.0	15.0
OPRK1	3.0	3.0	1.0	9.0	1.0	5.0	0.0	0.0	2.0	12.0	8.0	1.0	2.0	16.0	0.0	25.0	3.0	3.0	1.0	9.0	1.0	5.0	0.0	0.0	2.0	12.0	7.0	1.0	2.0	14.0	0.0	21.0
OR10A2	3.0	3.0	2.0	4.0	2.0	3.0	0.0	1.0	2.0	18.0	5.0	0.0	3.0	4.0	0.0	18.0	3.0	3.0	1.0	4.0	2.0	3.0	0.0	1.0	2.0	18.0	5.0	0.0	2.0	4.0	0.0	17.0
OR10G8	3.0	2.0	2.0	3.0	3.0	8.0	0.0	1.0	3.0	25.0	25.0	5.0	2.0	7.0	0.0	16.0	3.0	2.0	2.0	3.0	3.0	7.0	0.0	1.0	3.0	24.0	25.0	4.0	2.0	6.0	0.0	16.0
OR10H1	3.0	3.0	2.0	10.0	2.0	1.0	1.0	0.0	4.0	4.0	6.0	0.0	3.0	6.0	0.0	17.0	3.0	3.0	2.0	10.0	2.0	1.0	1.0	0.0	4.0	4.0	6.0	0.0	3.0	6.0	0.0	15.0
OR10J1	3.0	6.0	1.0	11.0	3.0	1.0	1.0	0.0	0.0	16.0	6.0	3.0	0.0	8.0	0.0	16.0	3.0	5.0	1.0	9.0	2.0	1.0	1.0	0.0	0.0	16.0	6.0	3.0	0.0	7.0	0.0	13.0
OR10S1	3.0	2.0	4.0	7.0	1.0	3.0	2.0	1.0	2.0	12.0	22.0	0.0	1.0	12.0	0.0	15.0	3.0	2.0	4.0	7.0	1.0	3.0	2.0	1.0	2.0	11.0	21.0	0.0	1.0	12.0	0.0	12.0
OR10X1	3.0	2.0	2.0	8.0	5.0	4.0	0.0	0.0	3.0	23.0	12.0	1.0	0.0	11.0	1.0	24.0	3.0	2.0	2.0	7.0	5.0	4.0	0.0	0.0	3.0	21.0	11.0	1.0	0.0	11.0	1.0	21.0
OR11A1	3.0	0.0	0.0	4.0	2.0	3.0	0.0	1.0	2.0	10.0	10.0	0.0	2.0	5.0	0.0	18.0	3.0	0.0	0.0	4.0	2.0	3.0	0.0	1.0	2.0	9.0	10.0	0.0	1.0	5.0	0.0	14.0
OR12D2	3.0	2.0	1.0	8.0	0.0	3.0	0.0	0.0	2.0	10.0	14.0	1.0	3.0	4.0	0.0	21.0	3.0	2.0	1.0	8.0	0.0	3.0	0.0	0.0	2.0	10.0	14.0	1.0	2.0	4.0	0.0	17.0
OR13C2	3.0	5.0	3.0	2.0	4.0	1.0	0.0	1.0	0.0	12.0	8.0	1.0	5.0	3.0	0.0	11.0	3.0	4.0	3.0	2.0	4.0	1.0	0.0	1.0	0.0	12.0	8.0	1.0	3.0	3.0	0.0	11.0
OR14K1	3.0	1.0	0.0	9.0	3.0	2.0	1.0	0.0	3.0	26.0	17.0	0.0	3.0	9.0	0.0	25.0	3.0	1.0	0.0	8.0	3.0	2.0	1.0	0.0	3.0	26.0	17.0	0.0	2.0	9.0	0.0	21.0
OR2A25	3.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	1.0	22.0	9.0	0.0	2.0	3.0	0.0	20.0	3.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	1.0	20.0	8.0	0.0	2.0	3.0	0.0	15.0
OR2A4	3.0	1.0	0.0	5.0	2.0	1.0	1.0	0.0	1.0	2.0	4.0	0.0	1.0	4.0	0.0	8.0	3.0	1.0	0.0	5.0	2.0	1.0	1.0	0.0	1.0	2.0	4.0	0.0	1.0	3.0	0.0	8.0
OR2AT4	3.0	1.0	1.0	7.0	0.0	5.0	0.0	1.0	1.0	2.0	5.0	1.0	1.0	7.0	1.0	14.0	3.0	1.0	1.0	7.0	0.0	5.0	0.0	1.0	1.0	2.0	5.0	1.0	1.0	7.0	1.0	12.0
OR2B11	3.0	3.0	1.0	6.0	0.0	2.0	1.0	0.0	5.0	23.0	17.0	3.0	3.0	1.0	0.0	17.0	3.0	3.0	1.0	6.0	0.0	2.0	1.0	0.0	5.0	22.0	17.0	3.0	3.0	1.0	0.0	16.0
OR2C1	3.0	0.0	2.0	5.0	1.0	1.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	5.0	2.0	16.0	3.0	0.0	2.0	5.0	1.0	1.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	5.0	2.0	15.0
OR2C3	3.0	2.0	0.0	2.0	2.0	5.0	1.0	1.0	2.0	16.0	15.0	0.0	2.0	4.0	0.0	25.0	3.0	2.0	0.0	2.0	2.0	5.0	1.0	1.0	2.0	16.0	15.0	0.0	2.0	4.0	0.0	23.0
OR2F2	3.0	2.0	0.0	5.0	2.0	5.0	0.0	0.0	2.0	14.0	19.0	2.0	0.0	8.0	0.0	21.0	3.0	2.0	0.0	5.0	2.0	5.0	0.0	0.0	2.0	13.0	18.0	2.0	0.0	8.0	0.0	19.0
OR2H1	3.0	0.0	1.0	6.0	0.0	3.0	0.0	0.0	1.0	14.0	6.0	0.0	5.0	3.0	0.0	13.0	3.0	0.0	1.0	6.0	0.0	3.0	0.0	0.0	1.0	13.0	6.0	0.0	5.0	3.0	0.0	12.0
OR2J2	3.0	3.0	3.0	2.0	1.0	7.0	4.0	1.0	1.0	15.0	8.0	1.0	3.0	8.0	2.0	18.0	3.0	3.0	3.0	2.0	1.0	7.0	4.0	1.0	1.0	14.0	8.0	1.0	3.0	7.0	2.0	16.0
OR2M7	3.0	4.0	2.0	4.0	2.0	8.0	0.0	0.0	3.0	21.0	19.0	1.0	3.0	8.0	0.0	30.0	3.0	4.0	2.0	4.0	2.0	8.0	0.0	0.0	3.0	19.0	19.0	1.0	3.0	8.0	0.0	22.0
OR2S2	3.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	5.0	1.0	0.0	3.0	0.0	15.0	3.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	4.0	1.0	0.0	3.0	0.0	13.0
OR2T11	3.0	2.0	1.0	4.0	2.0	10.0	0.0	0.0	4.0	22.0	19.0	0.0	0.0	3.0	0.0	7.0	3.0	2.0	1.0	4.0	2.0	10.0	0.0	0.0	4.0	22.0	17.0	0.0	0.0	3.0	0.0	6.0
OR2T27	3.0	5.0	2.0	8.0	0.0	7.0	0.0	0.0	4.0	18.0	13.0	1.0	2.0	2.0	0.0	17.0	3.0	5.0	2.0	7.0	0.0	6.0	0.0	0.0	4.0	18.0	13.0	1.0	2.0	2.0	0.0	16.0
OR2T3	3.0	4.0	2.0	5.0	1.0	12.0	0.0	1.0	4.0	24.0	27.0	2.0	1.0	7.0	0.0	22.0	3.0	4.0	2.0	5.0	1.0	10.0	0.0	1.0	4.0	23.0	26.0	2.0	1.0	7.0	0.0	17.0
OR2Z1	3.0	2.0	0.0	6.0	1.0	3.0	0.0	0.0	0.0	6.0	7.0	0.0	0.0	6.0	0.0	18.0	3.0	2.0	0.0	6.0	1.0	3.0	0.0	0.0	0.0	6.0	7.0	0.0	0.0	6.0	0.0	18.0
OR3A2	3.0	2.0	2.0	1.0	0.0	3.0	2.0	0.0	0.0	10.0	3.0	0.0	0.0	4.0	0.0	13.0	3.0	2.0	2.0	1.0	0.0	3.0	2.0	0.0	0.0	10.0	3.0	0.0	0.0	4.0	0.0	13.0
OR4C3	3.0	0.0	5.0	6.0	1.0	3.0	2.0	0.0	0.0	10.0	11.0	2.0	1.0	5.0	1.0	18.0	3.0	0.0	4.0	6.0	1.0	3.0	2.0	0.0	0.0	10.0	10.0	2.0	1.0	5.0	1.0	15.0
OR4D5	3.0	0.0	0.0	8.0	2.0	4.0	1.0	0.0	3.0	12.0	25.0	4.0	2.0	8.0	1.0	18.0	3.0	0.0	0.0	8.0	2.0	4.0	1.0	0.0	3.0	12.0	24.0	4.0	2.0	8.0	1.0	16.0
OR4F6	3.0	4.0	1.0	3.0	0.0	3.0	0.0	0.0	0.0	4.0	10.0	1.0	0.0	8.0	0.0	17.0	3.0	3.0	1.0	3.0	0.0	3.0	0.0	0.0	0.0	4.0	10.0	1.0	0.0	6.0	0.0	15.0
OR4K14	3.0	4.0	1.0	5.0	4.0	2.0	1.0	0.0	1.0	11.0	13.0	1.0	1.0	2.0	0.0	13.0	3.0	4.0	1.0	4.0	4.0	2.0	1.0	0.0	1.0	11.0	12.0	1.0	1.0	2.0	0.0	12.0
OR4Q3	3.0	4.0	2.0	9.0	2.0	10.0	2.0	0.0	5.0	27.0	23.0	1.0	2.0	11.0	0.0	31.0	3.0	4.0	2.0	9.0	2.0	10.0	2.0	0.0	4.0	25.0	21.0	1.0	2.0	11.0	0.0	28.0
OR51A7	3.0	4.0	0.0	10.0	3.0	2.0	0.0	2.0	5.0	18.0	7.0	0.0	2.0	9.0	0.0	29.0	3.0	4.0	0.0	7.0	3.0	2.0	0.0	2.0	5.0	18.0	7.0	0.0	2.0	9.0	0.0	23.0
OR51F2	3.0	6.0	2.0	5.0	1.0	1.0	0.0	0.0	2.0	11.0	6.0	0.0	2.0	6.0	0.0	22.0	3.0	5.0	2.0	5.0	1.0	1.0	0.0	0.0	2.0	11.0	6.0	0.0	2.0	6.0	0.0	20.0
OR51G1	3.0	2.0	0.0	5.0	2.0	3.0	0.0	0.0	8.0	12.0	12.0	1.0	0.0	8.0	1.0	22.0	3.0	2.0	0.0	4.0	2.0	3.0	0.0	0.0	8.0	11.0	10.0	1.0	0.0	8.0	1.0	20.0
OR51I2	3.0	0.0	1.0	7.0	0.0	5.0	1.0	1.0	2.0	11.0	10.0	0.0	3.0	5.0	0.0	19.0	3.0	0.0	1.0	6.0	0.0	5.0	1.0	1.0	2.0	11.0	10.0	0.0	3.0	5.0	0.0	17.0
OR51L1	3.0	0.0	1.0	2.0	3.0	2.0	2.0	0.0	5.0	10.0	9.0	0.0	2.0	8.0	0.0	11.0	3.0	0.0	1.0	2.0	3.0	2.0	2.0	0.0	5.0	10.0	8.0	0.0	2.0	7.0	0.0	10.0
OR51Q1	3.0	5.0	0.0	7.0	2.0	2.0	2.0	0.0	1.0	11.0	12.0	1.0	1.0	3.0	0.0	19.0	3.0	5.0	0.0	7.0	2.0	2.0	2.0	0.0	1.0	11.0	11.0	1.0	1.0	3.0	0.0	18.0
OR52H1	3.0	3.0	1.0	7.0	1.0	2.0	0.0	1.0	0.0	2.0	3.0	1.0	2.0	8.0	0.0	28.0	3.0	3.0	1.0	7.0	1.0	2.0	0.0	1.0	0.0	2.0	3.0	1.0	2.0	8.0	0.0	22.0
OR52I1	3.0	1.0	1.0	3.0	0.0	2.0	1.0	0.0	0.0	2.0	3.0	0.0	3.0	3.0	0.0	12.0	3.0	1.0	1.0	3.0	0.0	2.0	1.0	0.0	0.0	2.0	3.0	0.0	2.0	3.0	0.0	11.0
OR52K1	3.0	3.0	1.0	6.0	2.0	2.0	1.0	1.0	0.0	15.0	6.0	0.0	0.0	12.0	0.0	17.0	3.0	3.0	1.0	6.0	2.0	2.0	1.0	1.0	0.0	15.0	5.0	0.0	0.0	12.0	0.0	12.0
OR52K2	3.0	5.0	0.0	7.0	1.0	2.0	1.0	0.0	0.0	8.0	9.0	0.0	0.0	3.0	0.0	12.0	3.0	5.0	0.0	7.0	1.0	2.0	1.0	0.0	0.0	8.0	9.0	0.0	0.0	3.0	0.0	11.0
OR52L1	3.0	3.0	4.0	6.0	2.0	5.0	1.0	0.0	2.0	13.0	5.0	3.0	2.0	3.0	0.0	21.0	3.0	3.0	3.0	6.0	2.0	5.0	1.0	0.0	2.0	11.0	5.0	3.0	2.0	3.0	0.0	20.0
OR52N4	3.0	2.0	2.0	7.0	0.0	8.0	1.0	0.0	0.0	9.0	11.0	0.0	0.0	5.0	1.0	20.0	3.0	2.0	2.0	7.0	0.0	8.0	1.0	0.0	0.0	9.0	11.0	0.0	0.0	5.0	1.0	20.0
OR52N5	3.0	1.0	2.0	6.0	2.0	1.0	0.0	1.0	1.0	8.0	9.0	0.0	1.0	4.0	0.0	16.0	3.0	1.0	2.0	6.0	2.0	1.0	0.0	1.0	1.0	7.0	9.0	0.0	1.0	3.0	0.0	15.0
OR56A1	3.0	2.0	0.0	6.0	2.0	7.0	0.0	0.0	0.0	15.0	18.0	1.0	4.0	6.0	1.0	21.0	3.0	2.0	0.0	6.0	2.0	7.0	0.0	0.0	0.0	15.0	16.0	1.0	3.0	6.0	1.0	20.0
OR5AK2	3.0	4.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	5.0	5.0	0.0	1.0	3.0	2.0	23.0	3.0	4.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	5.0	5.0	0.0	1.0	3.0	1.0	18.0
OR5D13	3.0	5.0	0.0	7.0	7.0	15.0	0.0	0.0	4.0	35.0	15.0	2.0	2.0	14.0	2.0	30.0	3.0	5.0	0.0	6.0	7.0	14.0	0.0	0.0	4.0	32.0	15.0	2.0	2.0	14.0	2.0	26.0
OR5H14	3.0	2.0	4.0	11.0	0.0	8.0	0.0	1.0	7.0	7.0	16.0	1.0	3.0	7.0	0.0	21.0	3.0	2.0	3.0	11.0	0.0	8.0	0.0	1.0	7.0	7.0	16.0	1.0	3.0	7.0	0.0	19.0
OR5I1	3.0	7.0	2.0	12.0	3.0	10.0	1.0	1.0	6.0	20.0	20.0	0.0	4.0	11.0	1.0	27.0	3.0	7.0	2.0	12.0	3.0	10.0	1.0	1.0	5.0	20.0	20.0	0.0	2.0	9.0	1.0	25.0
OR6A2	3.0	6.0	1.0	3.0	0.0	5.0	1.0	1.0	2.0	11.0	6.0	0.0	2.0	4.0	0.0	17.0	3.0	6.0	1.0	3.0	0.0	5.0	1.0	1.0	2.0	11.0	6.0	0.0	2.0	4.0	0.0	15.0
OR6C65	3.0	1.0	1.0	7.0	1.0	7.0	0.0	0.0	4.0	2.0	7.0	1.0	2.0	2.0	0.0	21.0	3.0	1.0	1.0	7.0	1.0	7.0	0.0	0.0	3.0	2.0	7.0	1.0	2.0	2.0	0.0	19.0
OR6C75	3.0	1.0	3.0	14.0	1.0	0.0	0.0	1.0	2.0	6.0	8.0	0.0	2.0	14.0	1.0	21.0	3.0	1.0	3.0	12.0	1.0	0.0	0.0	1.0	2.0	6.0	8.0	0.0	2.0	14.0	1.0	19.0
OR6Q1	3.0	0.0	1.0	6.0	0.0	4.0	1.0	1.0	0.0	14.0	9.0	2.0	2.0	0.0	0.0	20.0	3.0	0.0	1.0	6.0	0.0	4.0	1.0	1.0	0.0	13.0	9.0	2.0	2.0	0.0	0.0	18.0
OR6V1	3.0	2.0	0.0	2.0	0.0	2.0	1.0	1.0	0.0	9.0	7.0	0.0	0.0	1.0	0.0	15.0	3.0	2.0	0.0	2.0	0.0	2.0	1.0	1.0	0.0	9.0	7.0	0.0	0.0	1.0	0.0	13.0
OR8A1	3.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	7.0	12.0	1.0	1.0	3.0	0.0	13.0	3.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	7.0	12.0	1.0	1.0	3.0	0.0	11.0
OR8B3	3.0	1.0	1.0	6.0	0.0	6.0	2.0	0.0	0.0	7.0	7.0	0.0	1.0	3.0	0.0	15.0	3.0	1.0	1.0	5.0	0.0	6.0	2.0	0.0	0.0	7.0	7.0	0.0	1.0	3.0	0.0	13.0
OR8G5	3.0	2.0	2.0	4.0	3.0	3.0	2.0	1.0	3.0	14.0	20.0	1.0	2.0	5.0	0.0	18.0	3.0	2.0	2.0	4.0	3.0	3.0	2.0	1.0	3.0	13.0	19.0	1.0	1.0	5.0	0.0	12.0
OR8U1	3.0	2.0	5.0	4.0	1.0	5.0	1.0	0.0	2.0	34.0	15.0	0.0	4.0	7.0	0.0	24.0	3.0	2.0	5.0	3.0	1.0	5.0	1.0	0.0	2.0	32.0	15.0	0.0	4.0	7.0	0.0	22.0
OR9G1	3.0	5.0	0.0	9.0	2.0	2.0	0.0	1.0	3.0	11.0	18.0	2.0	4.0	4.0	0.0	24.0	3.0	5.0	0.0	9.0	2.0	2.0	0.0	1.0	3.0	11.0	17.0	2.0	4.0	4.0	0.0	21.0
OS9	3.0	4.0	5.0	4.0	3.0	4.0	0.0	1.0	0.0	5.0	6.0	0.0	2.0	5.0	0.0	25.0	3.0	4.0	4.0	4.0	3.0	4.0	0.0	1.0	0.0	5.0	6.0	0.0	2.0	5.0	0.0	19.0
OSGIN2	3.0	1.0	1.0	5.0	1.0	3.0	2.0	2.0	1.0	2.0	6.0	0.0	3.0	12.0	0.0	25.0	3.0	1.0	1.0	5.0	1.0	3.0	2.0	2.0	1.0	2.0	6.0	0.0	3.0	11.0	0.0	22.0
OSM	3.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	7.0	0.0	11.0	3.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	6.0	0.0	9.0
OSTM1	3.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	3.0	0.0	13.0	3.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	3.0	0.0	11.0
OTOL1	3.0	2.0	2.0	13.0	1.0	5.0	4.0	1.0	3.0	9.0	11.0	0.0	4.0	2.0	0.0	26.0	3.0	2.0	2.0	13.0	1.0	5.0	4.0	1.0	3.0	7.0	11.0	0.0	3.0	2.0	0.0	23.0
OTOP3	3.0	5.0	1.0	9.0	1.0	0.0	0.0	0.0	0.0	8.0	1.0	3.0	3.0	4.0	0.0	13.0	3.0	5.0	1.0	9.0	1.0	0.0	0.0	0.0	0.0	8.0	1.0	3.0	3.0	4.0	0.0	10.0
OTULINL	3.0	1.0	1.0	3.0	0.0	2.0	1.0	1.0	0.0	5.0	2.0	1.0	0.0	3.0	0.0	23.0	3.0	1.0	1.0	3.0	0.0	2.0	1.0	1.0	0.0	5.0	2.0	1.0	0.0	3.0	0.0	17.0
OVGP1	3.0	5.0	1.0	9.0	2.0	5.0	0.0	3.0	1.0	2.0	5.0	2.0	3.0	9.0	1.0	32.0	3.0	5.0	1.0	8.0	2.0	5.0	0.0	3.0	1.0	2.0	5.0	2.0	2.0	9.0	1.0	22.0
OXER1	3.0	2.0	1.0	7.0	1.0	1.0	1.0	0.0	0.0	4.0	2.0	0.0	2.0	7.0	0.0	15.0	3.0	2.0	1.0	7.0	1.0	1.0	1.0	0.0	0.0	4.0	2.0	0.0	2.0	7.0	0.0	14.0
P2RX3	3.0	4.0	1.0	5.0	1.0	3.0	1.0	0.0	0.0	3.0	6.0	0.0	2.0	8.0	0.0	23.0	3.0	3.0	1.0	5.0	1.0	3.0	1.0	0.0	0.0	3.0	6.0	0.0	2.0	7.0	0.0	16.0
P2RY13	3.0	4.0	3.0	9.0	1.0	2.0	2.0	1.0	1.0	1.0	3.0	0.0	1.0	6.0	0.0	16.0	3.0	4.0	3.0	9.0	1.0	2.0	2.0	1.0	1.0	1.0	3.0	0.0	1.0	6.0	0.0	14.0
PABPN1	3.0	1.0	1.0	1.0	0.0	3.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	3.0	0.0	9.0	3.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	3.0	0.0	6.0
PACSIN2	3.0	5.0	1.0	9.0	0.0	4.0	1.0	0.0	0.0	2.0	2.0	1.0	1.0	6.0	0.0	20.0	3.0	5.0	1.0	8.0	0.0	4.0	1.0	0.0	0.0	2.0	2.0	1.0	1.0	6.0	0.0	15.0
PADI3	3.0	5.0	2.0	10.0	1.0	5.0	2.0	0.0	4.0	14.0	6.0	2.0	1.0	13.0	0.0	23.0	3.0	5.0	2.0	9.0	1.0	4.0	2.0	0.0	4.0	12.0	6.0	2.0	1.0	12.0	0.0	20.0
PAFAH1B3	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	6.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	5.0
PAGE5	3.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	15.0	3.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	13.0
PAK1	3.0	4.0	1.0	9.0	1.0	2.0	1.0	2.0	2.0	4.0	5.0	0.0	1.0	4.0	0.0	20.0	3.0	3.0	1.0	9.0	1.0	2.0	1.0	2.0	1.0	4.0	5.0	0.0	1.0	4.0	0.0	18.0
PAK6	3.0	1.0	3.0	7.0	5.0	4.0	2.0	0.0	1.0	2.0	3.0	0.0	1.0	8.0	0.0	23.0	3.0	1.0	3.0	7.0	5.0	4.0	2.0	0.0	1.0	2.0	3.0	0.0	1.0	8.0	0.0	18.0
PAM	3.0	8.0	3.0	24.0	1.0	5.0	2.0	2.0	4.0	8.0	9.0	0.0	4.0	11.0	0.0	31.0	3.0	7.0	3.0	21.0	1.0	5.0	2.0	2.0	4.0	8.0	9.0	0.0	4.0	9.0	0.0	26.0
